text,label,label_raw,source_dataset,emoji_flag
شكون عندو جيزي نلعب فري فاير لبينغ 500,0,0.0,dataset_3,0
Nadir Gemes ايه تروح لجيغا بزاف,1,0.0,dataset_1,0
mdr 4G++ = 2G+ EDGE !!,1,1.0,dataset_3,0
Hhh 😂,1,0.0,dataset_1,-1
خويا ديزاد كي تكمل 20g وسرعة المنخفضة 512 تقدر تلعب بيها ببجي,0,0.0,dataset_3,0
كي يكون عندنا رصيد 30G و تروح غير ف لحنش يدور مانزيدش نكتيفي,0,-1.0,dataset_1,0
عجبتني تاع سوف اشطبها مليستا هه,0,0.0,dataset_3,0
Chofalna starlink wine rahi la79a,0,0.0,dataset_3,0
سرعة منخفضة على الأقل 1 ميجا في كامل العروض,1,1.0,dataset_3,0
Mazal lwa9t ta9der techri 😁,1,0.0,dataset_1,0
الجهوي حتي في لبيس الجزائر فيه 58 ولاية مشي غير الجزائر العاصمة و وهران و ورڨل,1,1.0,dataset_3,0
مازلتم تكذبون يا شمايت الله يلعنكم و يخزكم تحتالو على الشعب ونقلكم والله والله والله يا 4g ماهي موجوده في الجزائر كلاب النار,0,-1.0,dataset_1,0
شكرا جزيلا  كل شي مزيان,2,1.0,augmented,0
وش رايك في جيزي كونفور واوريدو لاسويتس من ناحية الليمياسيو؟,0,0.0,dataset_3,0
💪🔥,2,1.0,dataset_1,0
درت عرض سما معجبنيش,0,1.0,dataset_2,0
ياك عرض توب تستعمل بيه كل شئ علاش غير ليوم وين تقدر تستعمل بيه تيك توك,0,0.0,dataset_3,0
صحة رمضانكم يا جماعة الخير <br>من فظلكم أنصحوني في ما يخص مودام أوريدو هل الواي فاي قوي خير من موبليس نعم لا شكرا,0,0.0,dataset_3,0
Djezzy من رمضان و نتو تقولو هاذ الكلمة,1,0.0,dataset_1,0
.dz yak 600=1moi,1,0.0,dataset_1,0
انا مين نفليكسي يسرقولي الدراهم و الشهر يخلاص ليه ليه مرة درت شهر قعدتلي 12 يوم و مبعد نحيت عزرينها خلاص,0,-1.0,dataset_1,0
😭😭 انا درت *500# وجاتني غي 30,0,0.0,dataset_3,0
اذا كنت كل مرة تسكرولي لبيس بلا سبب نبطلها قع,0,1.0,dataset_2,0
تدفق ضعيف جدا,1,1.0,dataset_3,0
عروض هايلة موبليس يعطيك الصحة,2,2.0,dataset_2,0
Site mabgach yetle3 🤔,1,0.0,dataset_1,0
جيزي تحتاج لثورة حقيقية للقضاء على الخلل في الإنترنت خاصة الجيل الثالث و الرابع عبر تخصيص إمكانيات ضخمة وعمال محترفين للنهوض الشامل بالشركة.غير هذا تبقى نفس المشاكل.,0,-1.0,dataset_1,0
راهي السرعة 17 م بايت راهي هايلة,2,2.0,dataset_3,0
Remila Kenzo صاحبي واش هم العروض تع اوريدو سويتش,1,0.0,dataset_1,0
Ya Quoi comme offre 4g pour 100da,1,0.0,dataset_1,0
عاود ديرلنا فيديو آخر خطراش مافهمنا والو,0,0.0,dataset_3,0
عرض توب 4G طلعولوا محدودية 1ميغا على اقل,0,1.0,dataset_2,0
في العنوان كتبت عروض إتصالات الجزائر و لكنك لم تتحدث عنها !! لماذا أخي الفاضل .؟,0,0.0,dataset_3,0
؟؟,1,0.0,dataset_1,0
شريحة مليحة .,2,2.0,dataset_3,0
اخي كش جديد على بيس تع لوين كنترول تع 130,0,0.0,dataset_3,0
تقدر تيليشارجي بيه حتى ويلا خلاصت كنكسيو واللا متقدرش,0,0.0,dataset_3,0
هل سيتوفر الشحن جواهر فري فاير من شركتم اتمنا الرد,1,0.0,dataset_1,0
حنا مازلنا مع ADSL ..المتخلفه..تقطع انترنت يوميا ..عيت..نشتكي ..دون جدوى ..اتصلات الجزائر ..شركه متحايله .. escroquerie tout cours,1,1.0,dataset_3,0
في بلاي ستور اكتبي Djezzy برك الأول هذاك هو,1,0.0,dataset_1,0
سرفيس مليح  برافو,2,2.0,augmented,0
Rpd à.mn message,1,0.0,dataset_1,0
games 🔥❤️🔥❤️,2,1.0,augmented,0
كفاه نحي كويز هذا كل يوم تدولي دراهم 😑,0,-1.0,dataset_1,-1
Djezzy شكرا شكرا ☺️ ☺️,2,1.0,augmented,0
سڨموا الربزو من بعد شاركوا 😏,0,1.0,dataset_2,0
وشا لحبيبا😂 جيت نسقسي دوكا كان نكتيفي نتاع هايلا بزاف نتاع 1500 اسكو كي يخلصو لي جيقا كاين نتاع 300 و يزيدولي لي جيقا؟,1,0.0,dataset_1,-1
كل العروض سيئة ما زالو يسرقو فينا و مزالنا متخلفين في عالم الاتصالات .,1,1.0,dataset_3,0
Mozambique cnx ta3hom khfifa 3la la notre 😂😥,0,-1.0,dataset_1,-1
انا عندها شهرين ومازالت نورمال,0,0.0,dataset_3,0
الناس تحوس على عروض 100دج تكون فيها كمية بيرة ماتهدرليش على 200 ناس متفليكسيش هذ المبلغ جامي,0,1.0,dataset_2,0
ضعيف جدا هذا الإشهار.. خاصة من ناحية التمثيل .. الناس لي راهم يديروا فيه يهدرو بسرعة كبيرة وفي هذا الحالة ما يفهمكش الشعب و الممثلين هذوا راهم بانو بلي يديروا في اشهار .. اتصلوا بخاوتكم التوانسة عندهم نقاط اتصالات واشهارات بأقل تكلفة و أفكار جد راقية و تخلي المشاهد يهتم بالعرض,0,-1.0,dataset_1,0
flw me 😂😍,2,1.0,dataset_1,-1
وكي تحسو الانترنت ساع كل يوم شريحة و عروض بلا فائد تقدرو ديرو عرض واحدة لكل الجزائرين و تطورينه بلا مانشري انا بيس وهيا نفسها الدولة الاخرى لديهم متعاملين لديهم متعاملين و يتنافسون بعرض واحد يحتوي كل مجالاتهم و انتم كل شهر مع ايزي تروح ل تيزي ولا إليزي جيك موبيليس مع بيكس كلش ميكس وهيا رايحة .. والله هرمتونا و كرهتونا,0,-1.0,dataset_1,0
قلتلي عفسة..بس انا مافهمت لاعفسة ولاغيرها..,0,0.0,dataset_3,0
عيد اضحى مبارك,1,0.0,dataset_1,0
Bch ykon 3ndi fb insta YouTube gratuit lzm nflixi 1100 wla juste 600,1,0.0,dataset_1,0
للرداءة عنوان و جيزي اكبر دليل,1,1.0,dataset_3,0
للوقاية من فيروس كورونا ساهمو في زيادة تدفق الانترنات لانه معظم المواطنين يمكتون في بيوتهم فساهمو في ترفيه عن المواطن لا تجعلوه يفكر في الكورنا ويعاني من الانترنات,0,-1.0,dataset_1,0
انا مفهمتش حاجة نكونكتي شوي في فايسبوك نلقى روحي كليت بزاف les donnes Pourtant فايسبوك ما ياكلش بزاف الانترنت Bizzare,0,-1.0,dataset_1,0
شحال قيمة هذا العرض,1,0.0,dataset_1,0
عندي جيزي مفيهاش كنكسيو خلاص فهمونا,1,0.0,dataset_1,0
Ooredoo wilaya djelfa Ain Oussara Download 42M Upload 8M mais sar9ouli 10 G internet mrakabha fi modem djezzy fi modem total 22 G wklatli 32 G,1,1.0,dataset_3,0
مرحبا،يمكنك ذلك أيضا من خلال البطاقة البنكية CIB.زهرة من جازي,1,0.0,dataset_1,0
ياخو أحكينا أعلى أوريدو لاسويتش ماشي أعلى هادي,0,0.0,dataset_3,0
السلام عليكم هل ممكن تحويل شريحة جازي هايلة بزاف الى جازي كونفور,1,0.0,dataset_1,0
كونيكسيون هايلة بزاف وفي هاد العرض مفهمتش هايلة بزاف وعلاش ما عجبتهمش,2,2.0,augmented,0
mlk 😂😂,1,0.0,dataset_1,-1
كيفاه نبدلها من pixX le sama 🤨,0,0.0,dataset_3,0
نتمني إنكم توفرونا خدمة ال3G 4G في ضواحي بسكرة حتى نتمكن من الإستمتاع معكم,1,0.0,dataset_1,0
سرفيس مليح ❤️ برافو,2,2.0,augmented,0
حتى نكونكتي أنا ونزيد نبرطاجيها بتقولي ميساج ودنا يومين حبستولي لابيس,0,-1.0,dataset_1,0
بعثتلكم ختي جاوبيني,1,0.0,dataset_1,0
Oui hayla rani mdayratha ❤️😍,2,1.0,dataset_1,1
"كاين عرض تع 7جيڨا ب 400,دج بليز الرد كم مدتها وفيها الهدرة ولا لالا",0,0.0,dataset_3,0
من الاربعاء للامس اسهلكت خمسة جيڨا مدخلت لليوتيب ومدخلت لحتى حاجة.,0,1.0,dataset_2,0
وفرو الريزو برك ومن بعد زيدو القدام,0,1.0,dataset_2,0
انا بحت ecouteur كيفاش نستلم الهدية,1,0.0,dataset_1,0
هه عنوان في جهة والموضوع في جهة اخرى,0,0.0,dataset_3,0
علاش أنترنت في جازي ثقيلة بزاف حتى مولينش نقدرو نستعملو الأنترنت,0,-1.0,dataset_1,0
جامي تفرجت فيديو من فيديواتك و استفدت غير الخرطي لا محتوى لا شكوبي غير البلعيط ..,0,0.0,dataset_3,0
تكنو ديزاد هذا. رجع. وكيل اشهارات لشركات السلاحف اربعة. موبليس اوريدو دجيزي و مصدر ام تاعهم انفصالات جزائر في ميزكم هذا بيس لي تخرج يشريها و مودام لي يخرج يشريه جميع هذي عروض باهضة ثمن مع خدمة اقل من سيئة وبينق مزبلة راك بعتها يا تكنو ديزاد. مفروض متحكيش على هذي عروض و تعارض اثمان باهضة لانو تغطية سيئة على مستوى وطن االا بعض مناطق لي موفريلها تدفق خاطرش فيها ناس يستاهلو. وباقي خلص ومتكونكتيش,0,0.0,dataset_3,0
3ambali chmini ta essah hh,0,0.0,dataset_3,0
بدراهمنا وتمشيش لنترنت ومحسبناكمش واليمات راحو بلا كونكسيو وانتوما فيسبوك مجاني ستخسرتوه فينا انا تبانلي نبدل لابوس قريب الشهر وحنا مرمدين معاكم لابوس ديالي 2016,0,1.0,dataset_2,0
فهمونا فالخىطي هذا خطرش نتوما تعرفو غي تقطعو الكونيكسيو كيكمل لابونمو لاهاك جسقا لازوج هذا عيد وعواشير,1,0.0,dataset_1,0
كون جات الفيسبوك باطل وليس بعد إنتهاء حجم الأنترنت نفضل pixe 100 أرحم 30go مع إحتساب الفايسبوك تكملها في سمانة,1,0.0,dataset_2,0
"""Fantasy and Rpg""",1,0.0,dataset_1,0
".dz votre slogan publicitaire j'ai choisi la fiabilité mais en vérité j'ai choisis le ralenti 🐢🐢🐌🐌 votre connexion est devenue trop lente , veuillez améliorer votre connexion svp",0,-1.0,dataset_1,0
الناس لي تلعب بوبجي غداه بينغ في هاد لابوس,0,0.0,dataset_3,0
السلام عليكم اخي اريد التفاصيل السرية لسهلة بوكس وشكرا,0,0.0,dataset_3,0
أسعار مبالغ فيها كثيرا,0,-1.0,dataset_1,0
La gold 100 da tani fiha hadi promo,0,0.0,dataset_3,0
ارفدو حفناتكم معايا - - موبيليس الله لا تربحها - - - - - فليكسيت 1500 بقاتلي 1200 بلا مدرت حاجة اكتيفيت منها 100 باش ميسرقوهاش عطاوني 10 جيجا ونحولي من 3.6 جيجا وبعد حوالي اسبوع نحولي كامل الجيجات مع العلم نستعمل في الغيسبوك lite فقط,1,1.0,dataset_3,0
راهي تنحات 1200,1,1.0,dataset_3,0
برافو عليكم صح استمروا هكذا,2,2.0,augmented,0
رائع 😎,2,2.0,dataset_2,0
سرفيس مليح 😍 برافو,2,2.0,augmented,1
ولات ما تكفينيش 50 جيغا اوريدو سويتش,1,1.0,dataset_3,0
>طير سرعة الانترنت لحقت 10 gb في الثانية,2,2.0,dataset_3,0
يا وحبسوا رناتي لي راكم ديروها لناس بلاةلعلم نتاعها بابا كبير من نعيطله نلفا سولكينغ يغني وانا بابا انسان مدين ما يحبش الغناء واش هاد الخدمة 😒😒,0,-1.0,dataset_1,0
Walat jiga troh tem tem blama nodkhol youtube wla natfraj les video w mnich nconnecter bzf mlfa tched 25 jiga hten yado menha w dok tayra whedha😲,0,-1.0,dataset_1,0
نوكل ربي💔😂,0,-1.0,dataset_1,-1
Ça fait 5 jours que je ne peux plus me connecter à internet à cause d'une baisse de débit. Débit actuel : 0.10 MapsDébit habituel : +15 MapsÇa ne touche que moi cette baisse de débit. Tous les autres ont des débits normaux.Donc donnez moi une réponse ou aidez moi à régler ce problème. Sinon je vais être obligée de changer d'opérateur.Ce n'est plus possible cette situation ! PS : Après minuit le débit revient à la normal pendant 1 heure puis il redescend à 0.10 Mbps.Et répondez à mon message privé. Il me faut des réponses. C'est la moindre des choses.merci !!,1,0.0,dataset_1,0
الريزو 00,0,1.0,dataset_2,0
راضي بزاف  الله يحفظكم,2,1.0,augmented,0
ooredoo yooz mlih ymado 4G w 50 mn,2,2.0,dataset_3,0
Chritha b 95 alf zadtoulha ??,1,0.0,dataset_1,0
دجيزي كونيكسيو عيانة😡😡,1,1.0,dataset_3,0
حسنو الشبكة تاعكم وامبعد اهدرو على العروض,0,1.0,dataset_2,0
موبيليس رهج رهج رهج,1,1.0,dataset_3,0
"ألف 200, شحال فيها من gيجا",0,0.0,dataset_3,0
Ooredoo switch khir nflixi 1500. Ya3tiwli 1500 w ooredoo batl w ooredoo batl 50GB,2,2.0,augmented,0
خويا باغي نسقسيك mobtasim bixX 4G هيي TOOP 4G,0,0.0,dataset_3,0
3endi la switch illimité ca fait 15 mois wella plus khelwia felil telhakli heta 50mg,2,2.0,dataset_3,0
العروض تاع امتياز..800دج .و100دج.وعلاش وقفتوهم..بدون سابق انذار..والريزو اصبح كارثة..راكم تحاوزو في الغاشي..الخدمة رديءة جدا..واس بيكم كنت ملاح اوبعد هميتوها..حافظو على الزباءن..كارثة..؟؟,0,-1.0,dataset_1,0
نصيحة للاخوة.. جيزي من غير عرض هبال تاع 100 الف اخطيك من الباقي راهم غير يحشو للناس.. شركات نهب وسرقة.. في وسط غياب كامل للرقابة,1,1.0,dataset_3,0
"fibre optique ma3ndnach, ntoucma 3aychin fi 3alem w 7na fi 3alm wa7d oukher",1,1.0,dataset_3,0
هل مناك اخبار عن الشريحة الالكترونية و ربي يعاونك,0,0.0,dataset_3,0
مرحبا،يرجى التواصل بنا على الخاص و تقديم رقمك الهاتفي مع الإسم و اللقب لنتمكن من التأكد على مستوانا من فضلك.نسرين من جازي 🙂,1,0.0,dataset_1,0
ختي و لا خويا حبيت نسلف كريدي كينفليكسي تنحيهوملي كاينا ولا لا لا ?,1,0.0,dataset_1,0
DJEZZY te permet d'activer 6 Go avec 500DA à la première recharge 📱 et de bénéficier du même forfait à moitié prix à la 2ème recharge ! 😍Découvrez nos offres en bio,2,1.0,dataset_1,1
خويا تيكنو واش رايك في عرض سويتش إليميتي تاع 400 دج اسكو إليميتي صح!,0,0.0,dataset_3,0
بزاف صحبي 700 رها 8 ميغا في اللجري تلكوم 260 شهر كامل وكي تبغي تخلص كما تبغي 50 الف 100 الف مشي شرط 200 الف ادا انترنت Alg telcom تولي سطابل وكان تلحقك 6 ميغا من 8 راك فلفايدة خير من 6 ميغا محدودة دروك ناس رها تعرف مشي تقولها مودام و20 جيجا ب 700 تشري راه 4 g تاع اجري تلكوم 400 وفيه نفس خصائص علاه تزيد على روحك,1,1.0,dataset_3,0
😋😋كيف نسجل ف سمانة انترنت مهدات,1,0.0,dataset_1,0
Kich njmo nrbho !!,1,0.0,dataset_1,0
Bwach rak tswer khouya,0,0.0,dataset_3,0
Même ooredoo 3andha 4 j ni connexion ni hadra grave,1,1.0,dataset_3,0
Cnx 3iyana,0,-1.0,dataset_1,0
ممكن نساعدة؟انت راني دايرا عرض نتاع 800دج ومزالي ميغا مي خلاصولي رصيد نتاع البونيس نتاع العرض لو انا فعلا عرض اخر بغرض. المكالمات العرض الأول يتنحا ولا يبقا ساري؟,1,0.0,dataset_1,0
راني نواجه مشكل فالانترنت تاعكم .. تصلحوه ولا نح لابيست ؟,1,0.0,dataset_1,0
Badlate bakri yakhouya ana 3andi 3ame fort,2,2.0,dataset_3,0
إذا أنت من محبي المطالعة و المقالات الثقافية، إرمي بنفسك معنا,1,0.0,dataset_1,0
._.youyou._.x_om,1,0.0,dataset_1,0
ملخر جيزي فيهم المليحة للكونيكسيون,2,2.0,dataset_3,0
عرض اكثر من رائع,2,2.0,dataset_2,0
كيفاش يركب,0,0.0,dataset_3,0
عرض مليح من موبيليس,2,2.0,dataset_2,0
Khouya win nalkaha had puce hwanat ma3andhoumch ou mobilis kalouli makanch manha wahran,0,0.0,dataset_3,0
للاسف كل يوم يفقدون الثيقة من الزبائن ،بهدا العقلية ، نحن نرسلكم عبر الخاص.,0,-1.0,dataset_1,0
مرسي,2,2.0,dataset_3,0
كيف غير محدود تقصد بدون GB 😱😱,0,0.0,dataset_3,0
خويا كيفاش نرجعها كما كانت من قبل من يوز الى هيا,0,0.0,dataset_3,0
Tunisie Telecom 👌👌,1,0.0,dataset_1,0
نحلولنا هاد العرض يرحم باباكم,0,1.0,dataset_2,0
Speed test شحال جاتك خو ؟؟,0,0.0,dataset_3,0
4g+ كاينة فالجزائر كامل ولا بلايص برك انا في قسنطينة متطلعليش,0,0.0,dataset_3,0
الخدمة تاعكم رائعة ❤️,2,2.0,augmented,0
سرفيس مليح  برافو,2,2.0,augmented,0
سيتب تاعك شباب 😂😂,0,0.0,dataset_3,-1
Salut<br>Es test ADSL de Google est fiable pour tester le débit et applowd.<br>Merci,1,1.0,dataset_3,0
يااخي العزيز جربها على 9 تع الليل تم تبان ولا مليحة ولا لا. كسبتها في وقتها تفرح فالنهار .فالليل سمحلي.شكرا على كل المعلومات قيمة تع صح.,1,1.0,dataset_3,0
خاصتا عرض 100 دج فلفل,0,0.0,dataset_3,0
3ajbtni,2,1.0,dataset_1,0
ردوا على الخاص,1,0.0,dataset_1,0
أقوى أنترنات عند أوريدو والله أريدو رائعة .أفضل من موبيليس وجيزي بكثير,2,2.0,dataset_3,0
سلام خويا جليل شرفنا طريقة تشغيل شويحة ساهلة بوكس في الهاتف وشكرا,0,0.0,dataset_3,0
عندي سويتش و ما تخرجليش 4+ علاش ؟!,0,0.0,dataset_3,0
راك كبير تخرط على غاشي,0,0.0,dataset_3,0
خاص إصلاح تدفق الإنترنت الذي لا يزال جد ضعيف منذ اكثر من ٣ اشهر بولاية تيارت رغم تعدد الشكوى التي يتقدم بها زبائنكم بدون جدوى ولا حلول.,0,-1.0,dataset_1,0
ريزو 0 و الانترنت تقيلة بزاف 😏😕,0,-1.0,dataset_1,0
المقاطعة الى الزبالة,1,1.0,dataset_3,0
نحن سكان بلدية عشعاشة دائرة عشعاشة بولاية مستغانم و التي يبلغ تعداد ساكنها أكثر من 70ألف نسمة . حيث نعاني من نقص وفي بعض الأحيان إنعدام التغطية لشبكة جيزيللتذكير أننا نعاني من تذبذب في تغطية شبكة جيزي منذ أكثر من 10أيام حيث لا نستفيد من أدنى الخدمات مثل المكالمات العادية ناهيك عن سوء خدمات الإنترنتلذا نحن نطالب بصليح الخطأ في اقرب وقت ممكنلأن الوضع كارثي بكل المقاييس,0,-1.0,dataset_1,0
ooredoo,2,2.0,augmented,0
You have some great shots in your gallery! I mean I liked them😊 🇩🇿🇩🇿 are you interested in sports take a look at my account and tell me your opinion 🇩🇿🇩🇿💪 please I needs encouragement to continue,2,1.0,dataset_1,0
السلام عليكم.. اريد اقتراح تعديل في التطبيق وهو اضافة خاصية حذف سجلات الشحن وتحويل الرصيد والانترنت.. لانني جربت فعل هذا ولم اقدر.. وشكرا,1,0.0,dataset_1,0
.mlk99,1,0.0,dataset_1,0
تحيا أريدوا,2,2.0,dataset_3,0
.dz mais est que cette operation disponibl avec tout les profil de djezzy Hayla mxi ou Hdra U b1 habl merci d avance,2,1.0,dataset_1,0
مساء الخير،تقدر تغيّر اللغة للعربية من خلال الضغط على الثلاث الخطوط الموجودة أعلى شاشة هاتفك على اليمين :) زهرة من جازي,1,0.0,dataset_1,0
ابشع مودام ب 200 الف يمدلك 30 جيقا تفضلك في سمانة <br>و تبقا تكونكتي بانترنت كارثية انتسغرام والو لاسناب مدير والو تبعت غير ميساج ولا فيسبوك لايت,1,1.0,dataset_3,0
راني غير نفليكسي تدوهالي علاه منكر,1,1.0,dataset_3,0
مكانش عروض في امتياز هايلة بزاف,1,1.0,dataset_3,0
Na7olna hadra w zidohalna f les gigas tant mieux par exemple jai offre de 25G b 1500da w 200da hadra na7olna hadra w zidohalna f connexion raj3ohalna 45G b 1500da à vie plz,1,0.0,dataset_1,0
أنا درتها والجيغات راهم ينقصو,1,1.0,dataset_3,0
نتاع 200 الف يبقى شهر لباس,2,2.0,dataset_3,0
Cnct d3ifa bezaf,0,-1.0,dataset_1,0
خصني فليكسي 100da,1,0.0,dataset_1,0
"na99o3do ghiir nzido ! aya roh takhra , 100 naflixihaa HAYLA tmedouli 20Go w tab9alii 100 . مشروع فاشل",0,-1.0,dataset_1,0
هل استطيع تحويل شريحة موبتسم3G الى 4G بدون الذهاب الى مركز موبليس،،؟؟<br>يعني قصدي من الهاتف فقط,0,0.0,dataset_3,0
سلام،هذه الخدمة مجانية، الرجاء تقديم أكثر توضيحات حول التحويل الذي قمت بتشغيله من فضلك ؟ زهرة من جازي,1,0.0,dataset_1,0
أنا ولد المخرز,0,0.0,dataset_3,0
مشالي كلش عادي اليوم راني فالعاصمة,2,2.0,augmented,0
🐐🐐 cnx t3 diq khtra khra,0,-1.0,dataset_1,0
جيزي اعلنت عن جيزي سبيسيال ب 40go انترنت و مكالمات غير محدودة مع جميع الشبكات,2,2.0,dataset_3,0
عيدكم مبارك تقبل الله منا ومنكم صالح الأعمال وكل عام وانتم بخير اعاده الله علينا وعليكم بالخير واليمن والبركات,2,1.0,dataset_1,0
انا عندي جيزي هي المخيرة وخير من موبليس بالبزاف راني نمشي بيها من 2004 فيها عروض متنوعة ومناسبة وخير من واحد المتعامل لي راه يدي من الرصيد وكل واحد على كل حال واش خرج عليه وهذا ماهو الا رأيي الخاص وفقط,2,2.0,dataset_3,0
شهر واحد ولا تبقى؟؟,1,0.0,dataset_1,0
makanch reseau,0,-1.0,dataset_1,0
لاسوتس هي مليحة,2,2.0,dataset_3,0
خويا ماعندكش جواب على سؤالي ؟؟,0,0.0,dataset_3,0
سبحان الله راكم تحكيو على الأجيال و احنا الريزو ما يسعاش يا خو!,1,1.0,dataset_3,0
سرفيس مليح والله برافو,2,2.0,augmented,0
ak dayer ki zebi,0,0.0,dataset_3,0
ياو اعدلو كونكسيو تاعكم في ليل ترووح😢,0,-1.0,dataset_1,0
السلام عليكم خويا عبد بارك الجليل الله فيك ،ما دابيناتتسڨم.,2,2.0,augmented,0
لازم نتحدو ونرفعو دعوة قضائية,1,1.0,dataset_3,0
والله حياتي كامل جيزي بصح قررت نتخلى عليها، ولات كارثة منذ سنة في الجزائر كامل,1,1.0,dataset_3,0
اخي مودام اتصالات تان تكونكتي كل المواقع ب 100دج بسرعة 512kb بعد نفاذ 20 جيقا,0,0.0,dataset_3,0
kyn pus mobiles 2500da 6 mois ilimiti colch cnx me mfihach hadra ou t9iLa chwiya,1,1.0,dataset_3,0
كل شهر يديو 150 ومنيش نستفاد منها النت ضعيف بزااف,0,-1.0,dataset_1,0
"مساء الخير،يمكنك إلغاء اللعبة من خلال الضغط على الثلاث الخطوط الموجودة أعلى شاشة هاتفك على اليمين ثم الضغط على "" Désinscrire"" :) زهرة من جازي",1,0.0,dataset_1,0
Ch7al la puce svp je veut dire ki tachriha ?,1,0.0,dataset_1,0
حسن عروض لشهر ديسمبر 2020 هي النصائح و الجديد تاعك بارك الله فيك,2,2.0,dataset_3,0
بركاو متكذبو عل ناس,0,-1.0,dataset_1,0
Djezzy abonnement mliha,2,2.0,dataset_3,0
دايما ينقص كريدي 250دج واش هو السبب,0,-1.0,dataset_1,0
اليوتوب ومواقع اتصال الاجتماعي باطل,2,2.0,dataset_3,0
السلام عليكم . رانا نعانيو من الشبكات في القطب الحضري الجديد بربيح بالجلفة . التغطية ناقصة و الغاشي بزاف خاصة جيزي و بعدها موبيليس اما بالنسبة لاوريدو حجم الانترنيت 8 جيغا في لاقولد 100 دج,1,1.0,dataset_3,0
عبدالله عبدالرؤوف العرض الدوزيام مليحلك,2,2.0,dataset_2,0
👎👎⛔⛔,0,-1.0,dataset_1,0
راضي بزاف  الله يحفظكم,2,2.0,augmented,0
مزلت حي,1,0.0,dataset_1,0
.dz bla bla bla art 200Da 25Go pff ci des bricol,1,0.0,dataset_1,0
خدمة امتياز متوقفة منذ اكثر من 15 يوم .. اين الخلل؟؟ ومتى يتم اصلاحه؟؟,1,0.0,dataset_1,0
سلام خويا خصني كود باه رجع لابوس موبليس عندي top4g ورجعتا pixx حب ردها كيما كنت,0,0.0,dataset_3,0
mm moi,1,0.0,dataset_1,0
Beaucoup de succès et de réussité Inch Allah,2,2.0,dataset_2,0
👏👏🙌🙌,2,1.0,dataset_1,0
اا خويا تيكنو نشالله ترد عليا بريفي راه هبلني كاش عفسة نقدر نجبدو بيها الله يسترك,0,0.0,dataset_3,0
.a.r.a.h.i.m sur tfarjo serie ta3 cassa de papel,1,0.0,dataset_1,0
kifah limitation mafhmtch debit reduit hadi ki ykhlaso les Gb wla kifh ?,0,0.0,dataset_3,0
حسنو الشبكة الاول,0,-1.0,dataset_1,0
العرض لي تلقاو فيه العرض لي راحتكم من كل النواحي,2,2.0,augmented,0
.nes جربتيها؟,1,0.0,dataset_1,0
كيفاش نلغيها,0,0.0,dataset_3,0
جيزي راهي خردة هذي الايام,1,1.0,dataset_3,0
"Bonjour, Avec la nouvelle fonctionnalité « FLEXYNET » vous pouvez dépanner un ami ou un proche en lui transférant des volumes internet sur sa ligne Djezzy à tout moment 😍Disponible pour tous nos clients Djezzy en trois paliers 100Mo, 200Mo et 500MoPour en profiter en toute simplicité, téléchargez l’application Djezzy disponible sur Play store et App store et laissez-vous guider ! Vous pouvez aussi l’utiliser via *707#. Et pour plus de détails sur l’offre cliquez ici : de Djezzy :)",2,1.0,dataset_1,1
منين شريتيها,1,0.0,dataset_1,0
واش راك والله شكرا,2,2.0,augmented,0
Hab nafhem kifch tamchi 2 puce te3 la switch ?,0,0.0,dataset_3,0
اخي الله يخليك كيفاش نلغي activation Mobilis قديمة باسك كملتلي الانترنت قبل وقتها,0,0.0,dataset_3,0
تطبيق رائع,2,2.0,dataset_3,0
"Réseau instable et connexion très mauvaise !!, veuillez résoudre le problème de votre réseau après on va parlé sur les offres et les promotions",0,1.0,dataset_2,0
يحطوها في ترمتهم هاد الشريحة,1,1.0,dataset_3,0
الي فلشتو تمشي. تمشي لبيس جيزي,0,0.0,dataset_3,0
ما معني الإلتزام يا أخي لعزيز من فضلك ؟,0,0.0,dataset_3,0
واش راك صراحة شكرا,2,2.0,augmented,0
3lash matrepondolnach ni fb ni insta ni prive 3lah hka 3laah Ya3ni 😡😡,0,-1.0,dataset_1,0
برافو عليكم ❤️ استمروا هكذا,2,1.0,augmented,0
عندي جيزي هايلة ماكسي ناكتيفي العرض 1500 دج وسرعة راهي 200 كيلوبايت ياو والله متربحو,1,1.0,dataset_3,0
ياو ريزو مكانش ڨاع,0,1.0,dataset_2,0
موبيليس زادو في سرعة تدفق الإنترنت زادو في ..!! ممكن حتى انا لاحظتها بالأمس,2,2.0,augmented,0
حبيت نعرف واش من عروض جديده جتها هذي العروض كلها قديمة اتقي الله راك بديت تنحرف,0,0.0,dataset_3,0
جيزي كذابة تشكيلهم يقولولك دير لابيس تاعك في ال un و كي تقوللهم ديجا راهي في ال un يقولولك دوك نرسلولك configuration . ياو فاقو djezzy اطلقو الكونيكسيو راكم تسرقو فينا . انتوما تاني عصابة,0,-1.0,dataset_1,0
خاوتي عرض هايل متديروش على لي يقولو العكس,2,2.0,dataset_2,0
سقمو الكونيكسيون في بني مراد راهي تعيي,0,-1.0,dataset_1,0
انا شريتها ليوم صباح ريزو مكانش,1,1.0,dataset_3,0
عجبتني gold,2,2.0,augmented,0
Ameliorez votre connexion et réseau puis pensez aux offres. Facts be told,0,-1.0,dataset_1,0
اوريدو سريقة دايرة حالة <br>جيزي قتلونا بليمينيطاسون <br>موبيليس ثقيلة بزاف <br>القطاعات الجزائر متحكيش خير,1,1.0,dataset_3,0
