text,label_raw,source_dataset,label,emoji_flag
Safi 5 Go fi nhar ye5lasou tdir insta.. Yaklou fi nhar ya5lasou mais bon courage 👏👏,1,dataset_1,2,0
انترنت 👎👎,-1,dataset_1,0,0
Connexion mkhalta bel ma,-1,dataset_1,0,0
لمحبي الرسم 🎨🖌️ ادخلوا حساب صديقتي رسوماتها رائعة إذا اعجبكم رسمها إدعموا موهبتها تحتاج إلى دعمكم هذا حسابها الخاص بالرسم,0,dataset_1,1,0
Ghil 0 wala cnx taekom,-1,dataset_1,0,0
Ta7ya orido,-1,dataset_1,0,0
صفحة تهتم بالراب الجزائري وكل اخبار المغنين عشاق الراب ابوني عندي نسحقكم 💉🔥,0,dataset_1,1,0
Tm,0,dataset_1,1,0
اين موراد اودية انا لا اراه والا قطعتو بيه 😂,0,dataset_1,1,-1
عجبني اللول شباب هادا ماكان والموسيقى 😒,-1,dataset_1,0,0
نعدين بالاك انتوما و الكونكسيو تاعكم سراقين آخر مرة راح نفليكسي عندكم,-1,dataset_1,0,0
El edit chabab bezaf el ha9,1,dataset_1,2,0
._.grap شراكة راح يديروها مع أوريدو يا حماار,0,dataset_1,1,0
._.grap وين غالي نتا وين قالو مياتلف تجيبلك ألف جوهرة. شوف يالحمار مياتلف تجيبلك خمسمية جوهرة و هاداك هو لبري ماغالي ماوالو. دك ماشي يجي طلاب كيما نتا و دبر عليهم وش يديرو. أشحن كيما نتا كيما ناس ولا قود,0,dataset_1,1,0
لا و الله كيما راني نقولك عدنا مياتلف تجيبلك الف جوهرة,0,dataset_1,1,0
._.grap 23=100demond w 100=100demond,0,dataset_1,1,0
صاحا علاه راك مركز على كلمة حمار 😒🙂انا حياتك كاملة اني جايبها دراسة و تجي نتا فتالي تقولي حمار. هاذي هيا لحاجة لي خلاتنا فلخر كل واحد عاس لاخر يغلط يظحكر عليه ما يغلطش يردوه غلطان,0,dataset_1,1,0
._.grap كامل قاريين و كامل نعرفو زيد قولي تقرا خير مني و سيونتيفيك. ريح عاقل شباب 🙌,0,dataset_1,1,0
._.grap أنا مياتلف ولله غير تجيب لي خمسمية وعشرين ديامون. برك إدا كان عندك لبونيس من شوب تو جيم لتم يجيك الدوبل.,0,dataset_1,1,0
اذا كان يديرو شراكة مع اريدو و حنا ما تنفعناش علاش يديروها و ماشي راني نهدر على لعبة فري فاير و بس راني نهدر عليهم قاع اي لعبة تعتمد على الشحن خاصة في هاذي ظروف يلزم كل واحد يحكم بيتو وزيد كاين لي ما عندوش دراهم باش يشحن و مين داك يشوف صحابو شاحنين تحكمو لقنطة 😂😂هخهخهه عيد مبارك,0,dataset_1,1,-1
._.grap وي صح ياخو عندك لحق. بصح وقتاش لعيد. علاش لحق 😅😅,0,dataset_1,1,-1
هخهه انا حمد الله كملت قرايتي 19عام كامله 😂😂,0,dataset_1,1,-1
"""و انا مانيش ""طلاب",0,dataset_1,1,0
هخههخخهه,-1,dataset_1,0,0
._.grap هه أنا مازالني دوزيام فليسي تسما مازاال🤣🤣. بصح مع فري فاير أنسى تقرا,0,dataset_1,1,0
ما بقالوش 😂,0,dataset_1,1,-1
والله كيما راني نقولك عدنا مياتلف تجيبلك الف جوهرة و ثلاثة و عشرين تجيبلك ميات جوهرة نتوما عندكم راهم يغلو,0,dataset_1,1,0
بركا ما تخرى,-1,dataset_1,0,0
علاه نتا ما تخراش هخهخهه,0,dataset_1,1,0
Booba z3ma,0,dataset_1,1,0
Ml 9wt la cnx t9illa m9derttch nchof la pub💔😐,-1,dataset_1,0,0
5 جيغا حشيها فزكك,-1,dataset_1,0,0
مدلي ل اشهارة ل والو الانترنات نتاعكم خرا خرا خرا خرا خرا 💩💩,-1,dataset_1,0,0
وختك تخرى,-1,dataset_1,0,0
حمد الله انا عندي خوت وحدة مزوجة و مولات دار خير منك نتا طالع هابط,0,dataset_1,1,0
za3ma deep ya chkopi انا حزين 😂⁦🏳️‍🌈⁩ راكي فاهمة,0,dataset_1,1,-1
شوف صحبي متكترش معايا الهدرة يالدراري🙌🔥,0,dataset_1,1,0
انا عمري 22و حمد الله,0,dataset_1,1,0
كلب على روحك,-1,dataset_1,0,0
نتا علاه راها كالياتك طيحتلك قوتلك حاجة 😒😪😪وجوه شكوبي عطي لروحك قيمه,0,dataset_1,1,0
Cv,0,dataset_1,1,0
mmlihach!!,0,dataset_1,1,0
Votre application bug et vous m'avez roux 100da sans pouvoir jouer :),-1,dataset_1,0,0
جديد فرص العمل و التوظيف في القطاع العام و الخاص,0,dataset_1,1,0
flixit nhitoli drhm whdhom puc jdida dertha ma mktivi walo flixit 1500Da rht l dar l9itha 1420Da,1,dataset_1,2,0
كيف اوقف اشتراكي في هذا الكويز,0,dataset_1,1,0
L’application sur iOS est bloqué 😭,-1,dataset_1,0,0
🖕🖕😏,-1,dataset_1,0,0
👏👏aux gagnants,1,dataset_1,2,0
ديتولي خمسلاف وين راحت,-1,dataset_1,0,0
باغي نربح وندي تيليفون,0,dataset_1,1,0
بلاي ستيشن 4 عندي,0,dataset_1,1,0
اريد مشارك,1,dataset_1,2,0
.bjm جبوهولي الله يسهل 🤣,0,dataset_1,1,0
😎,0,dataset_1,1,0
Abonne vous sur mon compte svp ادعموني 😭,0,dataset_1,1,0
شارك و اخسر معانا 25 دج كل يوم هايلة اللعبة هادي 🙂,-1,dataset_1,0,0
"Svp, comment me désabonner d'instawin qweez, j'ai desinstaller l'application djezzy, et en rechargent du crédit ,j'ai été débité de 25da et j'ai reçu un msg comme quoi j'ai renouveler l'abonnement, alors que je n'ai guère joué ! C'est de l'arnaque ça",-1,dataset_1,0,0
وش هي الاعبة,0,dataset_1,1,0
ما اسم الاعبة,0,dataset_1,1,0
Je voudrais bien une ps4 poire commencé ma carrière,0,dataset_1,1,0
sais ça il faut acheter les questions 😑,0,dataset_1,1,-1
dokhli f application w f mn compte w diri désincrire 🤗,0,dataset_1,1,0
.10,0,dataset_1,1,0
"merci bcp, je viens de me désinscrire 💪",0,dataset_1,1,0
كذابين 🤬🤬,-1,dataset_1,0,0
Mrc énormément 💪💪😊,0,dataset_1,1,0
p2k,0,dataset_1,1,0
Charkt mn b3d nahit l'application ms koul mnflixi nlgahm na9sin wyjini msj mn lo3ba,0,dataset_1,1,0
Pk mdirohach en arabe ?,0,dataset_1,1,0
".ik._.ram._x مرحبا،يجب الغاء تسجيلك في لعبة Instawin من خلال الضغط على الثلاث الخطوط الموجودة أعلى شاشة هاتفك على اليمين، ثم الضغط على "" désinscrire"" زهرة من جازي :)",0,dataset_1,1,0
مساء الخير،تقدر تغيّر اللغة للعربية من خلال الضغط على الثلاث الخطوط الموجودة أعلى شاشة هاتفك على اليمين :) زهرة من جازي,0,dataset_1,1,0
زعمة كون نربح يمدولي كادو من الكادوات هاذو,0,dataset_1,1,0
يا ريقلو تطبيق راه يجيني غي جولة وحدة في يوم😭😭,-1,dataset_1,0,0
.dz شكرا❤️❤️,0,dataset_1,1,0
علاش مكانش فالايفون 😩😩,-1,dataset_1,0,0
خفونا الانترنت تاع جيزي يا ودي راها تقيلة على اتصالات الجزائر🙄🙄,-1,dataset_1,0,-1
Il faut achetée des questions 😶,0,dataset_1,1,0
".dz svp win nalka ces 3 traits , au niveau de l'application djezzy app ?",0,dataset_1,1,0
كيف المشاركة,0,dataset_1,1,0
مكانش منها,-1,dataset_1,0,0
Comment participer ?,0,dataset_1,1,0
كفاش انشارك,0,dataset_1,1,0
L'application cesse de fonctionner a chaque fois je clique sur instawin !?,0,dataset_1,1,0
Ya rbk société Kima djezzy Machy 9adrin dirou Application Tesla7 ?,-1,dataset_1,0,0
تعرفو تجيبو غير لقحاا..,-1,dataset_1,0,0
merci ❤️ c'est gentil,1,dataset_1,2,0
500DA كي تروح لدر ثقيل والله مفهت انا رني نسرق ولا رني نشري لنترنت تع الجزائر ثقيل 🤕🤕,-1,dataset_1,0,0
كدب على الجزائر لوكان يجي واحد امركيا يموت لكدب,-1,dataset_1,0,0
❤️🔥,1,dataset_1,2,0
.amara_bm 😂😂 كارثه نت والله منتبهت بصح عندك الحق هعهه,0,dataset_1,1,-1
500da Instagram berk pour 15jrs !! C n'importe quoi,-1,dataset_1,0,0
اشتريها واربح تقاشر خوضر مجانا,-1,dataset_1,0,0
اذا كنت نلقا هذو فيها ايه نشريها 😂😂,-1,dataset_1,0,-1
😂😂 ضفاك,0,dataset_1,1,-1
gol l Djezzy ychoflna faracha,0,dataset_1,1,0
haha syed ysma3 kpop,0,dataset_1,1,0
.cvctus emba3d?,0,dataset_1,1,0
كامل ديvوايو هكا كش شغل مكان حتى وحدة محترمة في دزاير. ينعل الراسة تاعكم,0,dataset_1,1,0
.s ترافيس سكوت خاف منها خهخ,0,dataset_1,1,0
i was looking for this comment 😂😂,0,dataset_1,1,-1
😂😂🔥,1,dataset_1,2,-1
.sn.794 اين هي القوة؟ انني لا اراها,0,dataset_1,1,0
*عميقات 🙂😂,0,dataset_1,1,-1
nn mtjbdouch billie m3a hdo 😂,0,dataset_1,1,-1
.edits نتمسخر برك,0,dataset_1,1,0
.sn.794 علاه مسحته علاه😂😂,0,dataset_1,1,-1
يا جيزي اعطينا نستمتعو بيها شويا مشي على الكونكسيو راني 😉,-1,dataset_1,0,0
.ssa_ma deep,0,dataset_1,1,0
هذا كيستيون ما يحتاجش سؤال,0,dataset_1,1,0
3lch t9olo hakka 😂😂,0,dataset_1,1,-1
.edits خاطر معرفتك طفل ولاطفلة,0,dataset_1,1,0
.cvctus wedh 9awdek nta nasma3 jalti wella cha3bi wella chkoupi. Nta wch 9awdek?? Addi 7kaytek w 9awed wasmek barka latatkhayel 3lina b les animes te3ek w kipoupek,-1,dataset_1,0,0
.sn.794 😂😂 شبيبة عطشانة,0,dataset_1,1,-1
Bghit nfham asq la pouse qui tachriha ida khalas crédit tamchi normal machi lazam tflixi gratuit,0,dataset_1,1,0
Mfhmtch wach dkhal la pus f hado les tof,0,dataset_1,1,0
زبي🍌,-1,dataset_1,0,0
who's this model lol she looks lit asf,0,dataset_1,1,0
HOES MAD X),0,dataset_1,1,0
😕😂,0,dataset_1,1,-1
Ybano sisters,0,dataset_1,1,0
"The english language is an international language to express and communicate, tho fi bladi le3ziza dayrinha chghol li ygol kelma biha rah artist wela ..🤔",0,dataset_1,1,0
Ilov you Faouzia,0,dataset_1,1,0
.dz 😂😂,0,dataset_1,1,-1
Tssawar mla7 yhablou bs7 koun jat wrahom maktouba machi .dz,0,dataset_1,1,0
Rani jay Mal9itch win nbat kayen place 9rib ta3rfih,0,dataset_1,1,0
عاشت اللحظة تاع صح 😂😂,0,dataset_1,1,-1
.edits 😂😂 تمصخرش 😂😂,0,dataset_1,1,-1
.s علابيها ايمينم راه ساكت هاد اليامات وانا نقول سيد كي صراله 😂😂,0,dataset_1,1,-1
نميلوا و منطيحوش 😂✌😏😂,0,dataset_1,1,-1
khi hala ykhi,0,dataset_1,1,0
مام باطل وما نديش جيزي,-1,dataset_1,0,0
.s 😂😂بينا عليها,0,dataset_1,1,-1
ربي اجيب الخير,0,dataset_1,1,0
😂😂متلحقوش اوغوبيات تقلقوش حتى فالتصوير 🤣,0,dataset_1,1,-1
.edits هه او. حكمو شوك 😂😂,0,dataset_1,1,-1
😂😂 خليها برك مخلوقة حشمناها 😂😂,0,dataset_1,1,-1
مزية كاين تقنية الvار 😂😂,0,dataset_1,1,-1
لبنات في🙋🏻 صفحتنا تلقاو صوالح تاع لبنات🌸👑 (وصفات 💄، نصائح👝 ، تدابير 👒، ضحك 😹، حلول لأغلب مشاكل البشرة💅🏻 و جسم💎..) مرحبا بكم 😚💎💖,0,dataset_1,1,0
homa darohom bach yachro,0,dataset_1,1,0
.luci_fer 😂😂,0,dataset_1,1,-1
.s بطاقة حمراء 😂,0,dataset_1,1,-1
هذو سور من جماعة اللغات,0,dataset_1,1,0
حشاوهالي ياخو,0,dataset_1,1,0
nshlh,0,dataset_1,1,0
وشمن زلات يرحم باباك تقوليهم تقاشر,0,dataset_1,1,0
لحبشي كون جا طفلة,0,dataset_1,1,0
المهم يكون وردي,0,dataset_1,1,0
"Le seule pays du monde li au lieu de commenter 3la les offres ychouf f bnet ennas , c'est une PUB pour des OFFRES , شعب غامل ، جايح ، تحت المستوى و مكبوث",-1,dataset_1,0,0
عميقين⁦↖️⁩⁦↖️⁩⁦↖️⁩⁦↖️⁩,1,dataset_1,2,0
جيزي مايهديكش ربي و تطلقيلنا كونكسيو باطل ، اون+ قولي لجارتك موبيليس تاع شكوكو تخفف الكونكسيو 💔😒,-1,dataset_1,0,0
هيه بصح انا مفهمتش علاه راهوم فاتحين رواحوهم 😕⁦☹️⁩,-1,dataset_1,0,0
🤙🏻🤙🏻☑️,0,dataset_1,1,0
خصني فليكسي 100da,0,dataset_1,1,0
Nchriha 3la jal zlat hado,0,dataset_1,1,0
😂😂 تسلل واضح,0,dataset_1,1,-1
زعما هذو يمثلون الفئة الشابة تاع البلاد 🙂,-1,dataset_1,0,0
.cp720 😂😂,0,dataset_1,1,-1
hh t9ray maana nti tan 😂😂?,0,dataset_1,1,-1
😢t,-1,dataset_1,0,0
🔥🔥👏,1,dataset_1,2,0
مكانش عرض تعطيولي نيميرو طفلة لي دايرة بوني 😂,-1,dataset_1,0,-1
euh ya kho tdihom tkhalihom 3ndak 15 jr tan😂😂,0,dataset_1,1,-1
hh mliha hadi 😂😂,0,dataset_1,1,-1
ماهيش مليحة خاوتي ننصحكم بجيزي هبال 👌🏻👌🏻,1,dataset_1,2,0
"Vive la pub de Dima Ooredoo c'est jeune c'est frais, cella aucun sens avec des filles très masculins..😣 big flop",1,dataset_1,2,0
cest vous les filles du Spot? Désolé mais c'est quoi ce style 😂 trop Bou3lem c'est pas beau du tout vous êtes plus belles et stylées dans vos comptes. BIG Flop pour Djezzy .bmi,-1,dataset_1,0,-1
😂😂💔,-1,dataset_1,0,-1
look at this shit,0,dataset_1,1,0
❤️❤️❤️❤️❤️😍❤️❤️❤️❤️,1,dataset_1,2,1
انترنت انتل راهي جيا غير وجدو مقبرتكم,-1,dataset_1,0,0
شحال تحكم,0,dataset_1,1,0
Rockstar games and rockstar north,0,dataset_1,1,0
Rockstar games,0,dataset_1,1,0
.oubachir,0,dataset_1,1,0
Rockstar games est Rockstar north,0,dataset_1,1,0
"rockstar north, rockstar games",0,dataset_1,1,0
ROCK STAR,0,dataset_1,1,0
rockstar games🙃♠️,0,dataset_1,1,-1
Rockstar,0,dataset_1,1,0
Rokstar games,0,dataset_1,1,0
Rockstar North .cavalier.1 .touati2 .px .khilou Likiw commentaire svp,0,dataset_1,1,0
Rockstar 🔥,0,dataset_1,1,0
Bayna mchi rockstar,0,dataset_1,1,0
hadi gta5 bsa7 9alk en general ta3 grand thef auto,0,dataset_1,1,0
Le jeux est développé par l'entreprise ROCKSTAR NORTH et édité Par ROCKSTAR GAMES et CAPCOM .34,0,dataset_1,1,0
J'arrive pas à participer puisque l'application quand j'appuie sur le quiz sa referme message d'erreur ( djezzy ces arêtes ) .dz,0,dataset_1,1,0
"Rockstara games(Grand Theft AutoGTA) is a series of action-adventure gamesMike DaillyLeslie Benzies and Aaron Garbut. It is primarily developed by British development house (formerly DMA Design), and published by its parent company, . The name of the series references the term ""grand theft auto"", used in the United States for )😂",0,dataset_1,1,-1
hadj ta3 gta kamel,0,dataset_1,1,0
.dz le développeur de cette jeux est David David Jones et les deux frères Dan et Sam Houser voila la réponse Djezzy et merci,0,dataset_1,1,0
.i.s.s.a__x Rockstar,0,dataset_1,1,0
Rockstar North,0,dataset_1,1,0
rockstar,0,dataset_1,1,0
Rokstar,0,dataset_1,1,0
Rockstar games and rokstar north,0,dataset_1,1,0
Rockstar Games,0,dataset_1,1,0
Rockstar gamers 🌟première gta c'est en 1990 jpns ?,0,dataset_1,1,1
rockstar games,0,dataset_1,1,0
Rockstar gemes 😜,0,dataset_1,1,0
Rokstar games🔥,0,dataset_1,1,0
Rokstar .abed.dz 😍😍,1,dataset_1,2,1
Rockstar games eat rockstar north .dla,0,dataset_1,1,0
انشأت من طرف الاخوة دان هاورز,0,dataset_1,1,0
Rockstar & North Rockstar,0,dataset_1,1,0
Gta online,0,dataset_1,1,0
Gta 5,0,dataset_1,1,0
._.youyou._.x_om,0,dataset_1,1,0
Rockstar games and Rockstar north👌💛🔥,1,dataset_1,2,0
Enfin on parle des gameur ❤️,1,dataset_1,2,0
Question facile il faudrait ajouter la difficulté tout le monde sais que sais Rockstar,0,dataset_1,1,0
Rockstar game,0,dataset_1,1,0
Dévelopèe par Rockstar Games,0,dataset_1,1,0
Rockastar games,0,dataset_1,1,0
Games Rockstar,0,dataset_1,1,0
Rock star games,0,dataset_1,1,0
Rockstar north .technologie,0,dataset_1,1,0
Rockstar games .med_31,0,dataset_1,1,0
Rockstar games 🔥❤️🔥❤️,1,dataset_1,2,0
rockstar games and rockstar north,1,dataset_1,2,0
.dz rockstar game,0,dataset_1,1,0
R🌟,0,dataset_1,1,1
rockstar eya dirou jaime bach jarbah,0,dataset_1,1,0
Rockstar games et rockstar North,0,dataset_1,1,0
Rock star ⭐️ games,0,dataset_1,1,0
.5,0,dataset_1,1,0
.amed.54379,0,dataset_1,1,0
.hd,0,dataset_1,1,0
5,0,dataset_1,1,0
Rockstar games شكون ما يعرفش 😂😮,0,dataset_1,1,-1
Rockstar games🔥🔥,1,dataset_1,2,0
rockstar games et rockstar north,0,dataset_1,1,0
خدمة الزبائن كارتة، لا احد يجيب على 77 و تقولي رصيدك غير كافي رغم انه عندي 200دج!!,-1,dataset_1,0,0
Rockstar games est rockstar north,0,dataset_1,1,0
Rockstar North et rockstar GAMES normalement,0,dataset_1,1,0
._raouf_.x,0,dataset_1,1,0
.raouf_.x rockstar games,0,dataset_1,1,0
Enfin dertou haja mlihaa ❤️❤️❤️,1,dataset_1,2,0
🔥😍🔥,1,dataset_1,2,1
WE did it for you 😉,1,dataset_1,2,0
Dirouni nakhdam m3akom 😃🔥,1,dataset_1,2,0
شهر ول*-*,0,dataset_1,1,0
Déposy CV 😁,0,dataset_1,1,0
We need gaming offers,0,dataset_1,1,0
We're working on that 😁,0,dataset_1,1,0
Pour 15jours !!,0,dataset_1,1,0
.boug_mohamed 15 jours🤦‍♀️🤦‍♀️,0,dataset_1,1,0
.boug_mohamed L'offre est valable pendant 15 jours 😊,0,dataset_1,1,0
.dz 😍,1,dataset_1,2,1
.dz علاه مخليتوهاش شهر 😁,0,dataset_1,1,0
.dz j’ai un cv professionnel de football 😁⚽️,0,dataset_1,1,0
Thkem réseau f 10% ta3 territoire dz 🌝,0,dataset_1,1,0
Fl9bi7 🤑💥w3ra di❤️❤️❤️😍💯,1,dataset_1,2,1
.bouch.ra_ Oui 😊,0,dataset_1,1,0
Contactez-nous par dm en nous communiquant votre numéro de téléphone et vos coordonnées GPS pour que l'on puisse régler votre soucis 😊,0,dataset_1,1,0
.ya 😉😉,0,dataset_1,1,0
.dz لوكان ترجعوها شهر وتزيدولها شوي لابغيتو زعما,0,dataset_1,1,0
T9ebtouha be 15j 😂😂,0,dataset_1,1,-1
kanet djaya mli7a 😂,0,dataset_1,1,-1
Kifach nchri sim m3a corona dk,0,dataset_1,1,0
W 600 da,0,dataset_1,1,0
"L'offre est bien, mais on aimerait qu'il y ait d'autres option plus avantageuses pour un moi '' 10GO pour 600da for example '' ça serait plus attractant surtout pour les jeunes d'une part, et de l'autre vous gagnerez plus de clients fidèles. Merci",0,dataset_1,1,0
عندي فكرة كيما نتاع ايزي بصح ماشي انستا وحدخرا,0,dataset_1,1,0
I wasn’t ready for this joke 😂😂,0,dataset_1,1,-1
Merci pour votre suggestion 😊,0,dataset_1,1,0
Mais un peu de sourire 😀,0,dataset_1,1,0
"Pourquoi faire du moment que la connexion est nul ,la 4G est inexistant.",-1,dataset_1,0,0
EST ce que la puse Izzy est desponible f Alger centre ? Wala ghir f Oran?!,0,dataset_1,1,0
Les 5go chhal men wa9t bache ikhlassou esque pendant 15jours🤨 ?,0,dataset_1,1,0
Oui,0,dataset_1,1,0
Elle est disponible dans toutes nos boutiques Djezzy 😊,0,dataset_1,1,0
😁😁,0,dataset_1,1,0
Loukan khir les 5go dirohom pendant 20 jours mais l'offre hayla brk les 5go c tout,0,dataset_1,1,0
Ga3 les puces djeezy ?,0,dataset_1,1,0
Za3ma 7ta 😂😂 wlh m3a lowel 7sbali d hadok ta3 sa3ohom ya mo7sinin😂😂 makhdomin ki tlalba😂,0,dataset_1,1,-1
Tchd 15 jour 5 go ??,0,dataset_1,1,0
.dz merci à vous on aimerait que ça soit opérationnel 🙂,1,dataset_1,2,0
"عندي بيس نورمال نقدر نجعها ""هايلة""",0,dataset_1,1,0
L'offre elle est loin de nos besoin,-1,dataset_1,0,0
Ya pas moyen que vous faite une offre que avec GB d'internet en convertissent les appelle illimité et SMS en GB parceque ya des gens qui utilise beaucoup d'internet,0,dataset_1,1,0
Facebook illimité !,0,dataset_1,1,0
Est ce que je peux migrer de ma puce haya bzf vers izzy ?,0,dataset_1,1,0
شحال دير la puce ديالكم ايزي ؟,0,dataset_1,1,0
Makanch ta3 youtube illimités?,0,dataset_1,1,0
Kayen izzy f BLIDA ?,0,dataset_1,1,0
😁😍,1,dataset_1,2,1
عرض iZZY متوفر على مستوى كل محلاتنا بسعر 300 دج 🙂,0,dataset_1,1,0
أفضل عرض درتوه جيزي ونشكركم بزاف بزاف على هذي الحشوة,-1,dataset_1,0,0
العرض متوفر على مستوى كل وكالات جازي 🙂,0,dataset_1,1,0
Esque lazam naflexy 500 da berk wala kima ta3 1 mois 500 w 500 ca fait 100 da .. Fahmouna 😇😉,0,dataset_1,1,0
.dz مرسي 🐸,0,dataset_1,1,0
السلام عليكم حبيت نعرف هل الانترنات تمشي علي حساب الخط او نوع الشريحة .,0,dataset_1,1,0
نتما درتو publicité أو انا جبتوو,0,dataset_1,1,0
.dz ok,0,dataset_1,1,0
Zidoulnq f lcnx 5Go matekfich,0,dataset_1,1,0
T3ayo ki ntoma ki Mobilis ki Ouredoo Gu3 0 😑😑 5go yahdro 3liha elnas même pas 1jour ttkhlas,-1,dataset_1,0,-1
Nrmlmnt gratuit 🙂 mais me3lish akem mshoumrin je cc ..,1,dataset_1,2,0
Follow,0,dataset_1,1,0
3jbokom hdou al3ibad bdloihom chuia kayn bzff 3ibad wdoukhrin:/😂,0,dataset_1,1,-1
كي نفليكسي 50 الف قداه يعطوني,0,dataset_1,1,0
za3ma ybano deep rak faham😂😂,0,dataset_1,1,-1
العرض لمدة 15يوم او شهر؟,0,dataset_1,1,0
Izzy akber hechwa f tarikh,-1,dataset_1,0,0
اكي,0,dataset_1,1,0
😂😂 من هذه المخلوقات,0,dataset_1,1,-1
Ça reste ta3 400 da mieux pondent 1 mois 😔,-1,dataset_1,0,0
تعرفو غير تسرقو دراهم..نفليكسيو تدوهملنا 👌,-1,dataset_1,0,0
لازم شريحة جديدة ? 🙄,0,dataset_1,1,-1
15jours,0,dataset_1,1,0
المسؤول عن الإعلانات عندكم يتعاطى حشيش🤣,-1,dataset_1,0,0
fiha les offre imtiyaz qowa *44# les offre qowa b 600da 3ndk 12go ou ilimité ou 1500 da mliha comme mm kho,0,dataset_1,1,0
lazem nachri la puse izzy,0,dataset_1,1,0
Li kan 3andah Izzy ma9bel y9der ydir had l3afssa,0,dataset_1,1,0
👆😁😍,1,dataset_1,2,1
مفهمتش هذا اشعار تع بpuce ولا فيلم رعب😂,0,dataset_1,1,-1
كيشفل ما درتو والو 5G انترنت تخلاص في يومين,0,dataset_1,1,0
Ha les cadeaux te3 shake kifeh,1,dataset_1,2,0
العميقين طغاو يا زح,0,dataset_1,1,0
.__28 yaa ghaya 😍,1,dataset_1,2,1
Esq il y a un offre pour 30jrs!!,0,dataset_1,1,0
Ana 3andi puce djezzy na9der ndira Izzy ??,0,dataset_1,1,0
💕💕,1,dataset_1,2,0
bs7 riseu ta3kom for WLh 😂🔥,1,dataset_1,2,-1
Bshh ana mzll mnedi 5 gb😢,-1,dataset_1,0,0
Thrcho bina 300da?? 300da la puce fargha w tflixi 500da sama twali 800da l 15jours alors fi chher 1300da 10Go berk yarbi ychdolk nher thrcho bina tm3o fina je préfère nchri ta3 1400da fiha 300da crédit w 40Go parapor sama mdertona afer ma walo au contraire,-1,dataset_1,0,0
الجماعة هادو ماعندهمش انستا,0,dataset_1,1,0
Comment activer cette magnifique offre ?,1,dataset_1,2,0
Es que il y a Une différence entre puce Izzy et puce Djezzy ??,0,dataset_1,1,0
روحو الله يعطيكم ربعين ديڨه 😑 قالك ربعين چيڨا قال😏😏,-1,dataset_1,0,-1
الكونيكسيون تاعكم تتريقل غير كي تقرب تخلص لابونمون ..ومبعد كي تعاود تفليكسي تعود حليمة لعادتها القديمة,-1,dataset_1,0,0
رجعولنا تاع 100 و 20g,0,dataset_1,1,0
Oorido khir ni 7ayr,-1,dataset_1,0,0
Connexion 00,-1,dataset_1,0,0
ثقيلة كي وجوهكم بعد فليكسيتها غدوة تكملي شهر و مزالت كيما راهي من 40 جيغا بقاتلي 25 جيغا,-1,dataset_1,0,0
علاش كي تكمل المدة و يبقاو لي les octéو لا les giga تسرقوهم ما تحشموش ياك هذوك دراهمي من المفروض تخلوهم و الله المستعان,-1,dataset_1,0,0
الجازي مليحة ماشاء الله في الشارع ولكن عند دخولك للمنزل بايباي ريزو 😂,1,dataset_1,2,-1
مزايا شابين بصح حسنو الريزو شويا,1,dataset_1,2,0
Djezzy braavoo 👏👏rakom ttawro mn say2 ila aswa2 😑😑,1,dataset_1,2,-1
عرض مؤقت ولاا دائم 😑,0,dataset_1,1,-1
أسوء خدمة أنترنت فالعالم,-1,dataset_1,0,0
يعطوك حتى الف جيق المشكل فريزو ضعيف تروح غير باطل,-1,dataset_1,0,0
كونيكسيو تاعكم تقيلة👎,-1,dataset_1,0,0
"#تنبيه غلطة كامل نديروها 👌لما تدعي لشخص متوفي كاين ناس تغلط بالدعاء ( الله يرحمه ويغفر له و يجعل #مثواه الجنة ) ▪يا جماعة كلمة مثواه غالط ، مثواه هي بقاع جهنم مكان في جهنم وبئس المصير ، {أليس في جهنم مثوىً للمتكبرين} انما الصح إلى مفروض ندعي بيه ، الله يرحمه ويغفر له و يجعل ""#مئواه"" الجنة هذا الدعاء صح واذكركم بكتاب الله سورة النازعات ( وأما من خاف مقام ربه و نهي النفس عن الهوى فإن الجنة هي المأوى ) وليس المثوى بارك الله فيكمالله اعلى واعلم ربي يثبتنا على الحق#أنشرها_ليستفيد_غيرك #منقول#",0,dataset_1,1,0
40 جيقو ماشي 40جيقا الله يذلكم بيكم بها اكبر سراقين هوما نتوما أسوأ إنترنت,-1,dataset_1,0,0
Nik matkom ya wlad l9hab sara9in ta3 zbi,-1,dataset_1,0,0
Connexion merdique 00🤮🤮👎👎,-1,dataset_1,0,0
تخفاف غير من3:00 تع صباح ل 11:00,1,dataset_1,2,0
عرض تع صحاب شكارة زواولة لالا,0,dataset_1,1,0
يعني 0.4انترنات يا سراقين,-1,dataset_1,0,0
ابوني مردودة في الحين❤️❤️,1,dataset_1,2,0
هايلة ❤️ رهي عندي.. والناس لي راهي تقولك مشي مليحة ياو قبل متشرو عفسة فيريفيو لاكاين ريزو في بلاصتكم .. فالجي جيزي هبال,1,dataset_1,2,0
Stp 3andi puce Abonnement 0770 rani nkhals la facture b 1300 ymadouli ri 6G 3touni code Bach nbadal 25G,0,dataset_1,1,0
كذب اللانترنات تخلص في 10ايام,-1,dataset_1,0,0
Yakhi la connexion ta3 ezmar 😢,-1,dataset_1,0,0
Bsa7 mokalmaT totlo rizo wla kifh,0,dataset_1,1,0
ياا اليهوود اخخ تفو,-1,dataset_1,0,0
